#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:true_alignment_evidence" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:true_alignment_evidence" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:true_alignment_evidence" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:true_alignment_evidence" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_evidence" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:true_alignment_evidence" name="distribution" x="@BDBirthRate.t:true_alignment_evidence">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:true_alignment_evidence" name="distribution" x="@BDDeathRate.t:true_alignment_evidence">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:true_alignment_evidence" name="distribution">
#            <parameter id="kappa.s:true_alignment_evidence" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_evidence" id="treeLikelihood.true_alignment_evidence" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_evidence">
#            <siteModel id="SiteModel.s:true_alignment_evidence" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_evidence" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_evidence" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_evidence" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:true_alignment_evidence" kappa="@kappa.s:true_alignment_evidence" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:true_alignment_evidence" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true_alignment_evidence" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true_alignment_evidence" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true_alignment_evidence" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BirthDeath	BDBirthRate	BDDeathRate
17	-7892.937411134442	-7900.129644745101	-7892.937411134442	-7.1922336106587395	-7892.937411134442	0.9901242986970259	0.8829394931757163	0.2655301519229626	0.26663123447164494	0.24758991399911867	0.2202486996062738	-5.77001105505804	0.453908667999794	0.5110215897003914
18	-7891.323670841839	-7899.230047617459	-7891.323670841839	-7.906376775619405	-7891.323670841839	0.9494005822731684	0.9622523288018511	0.26149220702042425	0.2706691793741833	0.24758991399911867	0.2202486996062738	-6.457673183068015	0.8318834017038371	0.672453663581756
19	-7891.232174236674	-7898.38757499356	-7891.232174236674	-7.155400756885399	-7891.232174236674	1.020895632850888	0.7506053736470198	0.2513856944918845	0.2632431663616386	0.2613623330278826	0.22400880611859433	-5.770258588497945	0.48921910236233734	0.1229552875475486
20	-7890.196722010675	-7897.58695409221	-7890.196722010675	-7.390232081535096	-7890.196722010675	1.1148680583565254	0.9476487737567112	0.24727788209190096	0.25707252756623106	0.2658417468822246	0.2298078434596434	-5.946582444260885	0.431015160140214	0.7131857649599451
21	-7886.705988835943	-7893.692237856319	-7886.705988835943	-6.98624902037619	-7886.705988835943	0.9697041212383831	0.9680722230403062	0.24431353895084196	0.25947522059063305	0.2647433363659274	0.23146790409259765	-5.53551149467361	0.5090651216338551	0.6083498799366844
22	-7885.403618258862	-7892.823345805731	-7885.403618258862	-7.419727546869737	-7885.403618258862	1.065325115637112	0.9680722230403062	0.25000999438929994	0.2635816092277783	0.257454543559525	0.2289538528233968	-5.968990021167157	0.4910000989569637	0.10075652358041054
23	-7882.857730477278	-7890.72045328052	-7882.857730477278	-7.862722803241606	-7882.857730477278	0.9687681794004258	0.7763627067550639	0.23334682394730882	0.25607936478964866	0.26552063966606987	0.2450531715969727	-6.4712646652402634	1.1198113450250227	0.5197718629754057
24	-7880.31755387559	-7886.876844119061	-7880.31755387559	-6.559290243471228	-7880.31755387559	1.0514280998723677	0.9343359150008606	0.24022451309277562	0.24084286638990365	0.26693835865525917	0.2519942618620616	-5.12018292217482	1.0054117242495404	0.2627326602094321
25	-7879.470300849531	-7887.4852601298335	-7879.470300849531	-8.01495928030236	-7879.470300849531	0.9929709574228173	0.9343359150008606	0.2516614540326894	0.22940592544998983	0.2643418208159976	0.25459079970132314	-6.575851959005952	0.6114130057295737	0.7611251857938196
26	-7877.242033736134	-7883.7979823346	-7877.242033736134	-6.555948598466373	-7877.242033736134	0.9747777182166231	0.8342938916935017	0.2595715816125006	0.24561804324198647	0.24093079463407568	0.2538795805114372	-5.14858438221691	0.9351424950213629	0.2988939498338235
27	-7875.77704656479	-7884.195203244792	-7875.77704656479	-8.418156680001582	-7875.77704656479	0.9729179808910429	0.989491735001461	0.2595715816125006	0.24398596247085147	0.24256287540521068	0.2538795805114372	-6.959841876996842	0.9206407791316359	0.6617473391310936
28	-7875.6961851540145	-7883.285266914485	-7875.6961851540145	-7.589081760470112	-7875.6961851540145	0.9626151389380412	1.1001714677069276	0.2469848095864491	0.23899279627896167	0.25248247607580665	0.2615399180587825	-6.0897154937055005	0.12556817922193286	0.8954191127400395
29	-7875.4457053025035	-7883.364968863253	-7875.4457053025035	-7.9192635607495685	-7875.4457053025035	1.05311838041081	1.09364103337696	0.25369283399916065	0.23899279627896167	0.25436770645013174	0.2529466632717459	-6.422392968872245	0.058367200276077495	0.932136715704813
30	-7875.20085486862	-7882.6446247964	-7875.20085486862	-7.4437699277806875	-7875.20085486862	0.9721445085869534	0.962143521030431	0.2576712342663028	0.2423022135110788	0.24702434532380382	0.25300220689881453	-5.995104256044243	0.4242844312550108	0.174168474798729
31	-7874.9955558186575	-7881.513265683049	-7874.9955558186575	-6.517709864391751	-7874.9955558186575	1.0245711944011668	0.962143521030431	0.2498917396079691	0.2478193717832929	0.2492848097492342	0.25300407885950377	-5.069044192655308	0.8755136229693821	0.173050886251032
32	-7874.145565267935	-7881.117555434388	-7874.145565267935	-6.971990166452651	-7874.145565267935	0.9844129462058464	0.962143521030431	0.24779384024635806	0.2478193717832929	0.2513827091108452	0.25300407885950377	-5.523324494716206	0.5136656316341811	0.24941157354136675
33	-7873.790059345172	-7880.77434143613	-7873.790059345172	-6.9842820909578425	-7873.790059345172	0.9721794890769774	0.962143521030431	0.24779384024635806	0.2478193717832929	0.2513827091108452	0.25300407885950377	-5.535616419221399	1.5068019225128293	0.0820035077034154
34	-7873.672754936865	-7880.866110043246	-7873.672754936865	-7.193355106380864	-7873.672754936865	1.002878525363982	0.962143521030431	0.2518935616787238	0.24513119311849174	0.2472829876784795	0.2556922575243049	-5.744689434644419	1.5554343106034392	0.06379737922404953
35	-7873.334430105531	-7880.684485022697	-7873.334430105531	-7.35005491716546	-7873.334430105531	0.9512606106954421	0.962143521030431	0.2518935616787238	0.24513119311849174	0.2472829876784795	0.2556922575243049	-5.901389245429016	0.4386732044289802	0.1770836408806626
36	-7873.27707887949	-7879.862200169578	-7873.27707887949	-6.585121290087809	-7873.27707887949	1.01109728100945	0.962143521030431	0.2466897978512039	0.24513119311849174	0.2509915722618325	0.25718743676847183	-5.136455618351365	0.7741774507287184	0.16762020411008252
37	-7873.222911877605	-7879.836924262037	-7873.222911877605	-6.614012384432096	-7873.222911877605	1.0066356728763133	0.962143521030431	0.2520515385142932	0.23976945245540246	0.2509915722618325	0.25718743676847183	-5.165346712695651	1.1610453110936811	0.08580822574733471
38	-7873.112492014077	-7880.340473938465	-7873.112492014077	-7.227981924387333	-7873.112492014077	1.00619734007503	0.962143521030431	0.25392695292892614	0.24479597269799205	0.2455996698575938	0.255677404515488	-5.779316252650888	0.3028897937193157	0.6678368227120354
39	-7872.970132691775	-7879.5818741442945	-7872.970132691775	-6.611741452520036	-7872.970132691775	0.9934837576897861	0.962143521030431	0.25412578904425875	0.24479597269799205	0.2454008337422612	0.255677404515488	-5.163075780783592	0.9703065845530336	0.22995247072230046
40	-7872.958725974061	-7879.46165792936	-7872.958725974061	-6.502931955298342	-7872.958725974061	0.9842688097527773	0.962143521030431	0.25412578904425875	0.24479597269799205	0.24786517095993002	0.25321306729781917	-5.054266283561898	1.1007382362924498	0.10367832590071814
41	-7872.958155447609	-7879.497440002053	-7872.958155447609	-6.539284554443594	-7872.958155447609	1.0065628631779893	0.962143521030431	0.2527336270425112	0.24618813469973966	0.24786517095993002	0.25321306729781917	-5.090618882707149	0.792283714989855	0.13344579690792627
42	-7872.93888656639	-7884.070625675886	-7872.93888656639	-11.131739109496538	-7872.93888656639	0.989973459950463	0.9081235000998459	0.2527336270425112	0.24618813469973966	0.24875807530428906	0.2523201629534601	-9.70137978904306	0.14997589961959804	0.9749460732865912
43	-7872.920461813539	-7880.243382148006	-7872.920461813539	-7.322920334467089	-7872.920461813539	0.9950412556512812	0.9081235000998459	0.2527336270425112	0.24618813469973966	0.24819821456861893	0.2528800236891302	-5.892561014013611	0.2665646218456733	0.6765199143087628
44	-7872.905388759141	-7879.769359825193	-7872.905388759141	-6.863971066052251	-7872.905388759141	0.9913641166286526	0.9081235000998459	0.2488187323208524	0.2455094888888826	0.2485786544986881	0.2570931242915768	-5.433611745598774	1.389603520234983	0.12267482186788763
45	-7872.884499522654	-7880.847489601546	-7872.884499522654	-7.9629900788926165	-7872.884499522654	1.011516784656423	0.9081235000998459	0.2502083848701418	0.2455094888888826	0.24787988545013562	0.2564022407908399	-6.532630758439139	0.35781631162598804	0.1644583865160164
46	-7872.882703409695	-7880.616122585745	-7872.882703409695	-7.733419176050235	-7872.882703409695	0.984548681235915	0.9081235000998459	0.2507571696877116	0.2455094888888826	0.24733110063256583	0.2564022407908399	-6.303059855596758	1.223556228570317	0.4546262602037273
47	-7872.867800472817	-7879.591491138066	-7872.867800472817	-6.723690665249125	-7872.867800472817	0.9970155655745014	0.9081235000998459	0.2507571696877116	0.2455094888888826	0.24733110063256583	0.2564022407908399	-5.293331344795647	1.0013688198421768	0.24852426475948033
48	-7872.860698107824	-7879.949901029599	-7872.860698107824	-7.089202921775101	-7872.860698107824	0.986579317626096	0.9081235000998459	0.2498518376212	0.2455094888888826	0.24823643269907744	0.2564022407908399	-5.658843601321623	0.7073911354259351	0.5332592032407703
49	-7872.854589475058	-7879.406555827394	-7872.854589475058	-6.551966352336866	-7872.854589475058	1.0029163983692777	0.9081235000998459	0.2498518376212	0.2455094888888826	0.24823643269907744	0.2564022407908399	-5.1216070318833875	1.013090550938786	0.15879365259511824
50	-7872.803672137742	-7879.96278455725	-7872.803672137742	-7.159112419508043	-7872.803672137742	0.9943588267765662	0.9081235000998459	0.2507979853985462	0.24474399283150053	0.24823643269907744	0.2562215890708758	-5.728753099054565	1.5705174383301397	0.1022351651810751
51	-7872.793663459149	-7879.20143865026	-7872.793663459149	-6.407775191110515	-7872.793663459149	0.997328575789265	0.9081235000998459	0.2507979853985462	0.24474399283150053	0.24823643269907744	0.2562215890708758	-4.977415870657038	0.9573345334854511	0.0621162925187106
